country,city,followers_count,has_mobile,last_seen_platform,political,langs,religion_id,alcohol,smoking,relation,sex,university,age
1.0,2.0,156,1,7.0,,1,0,,,0,2,961,31.129363449691997
4.0,183.0,21,1,7.0,3.0,0,0,,,1,2,1648,33.55509924709104
1.0,1.0,214,1,4.0,2.0,1,102,1.0,1.0,4,2,97,37.51129363449692
1.0,2.0,1014,1,2.0,,0,0,,,0,1,56348,33.93018480492813
1.0,2.0,13,1,4.0,,1,200,3.0,2.0,4,2,58,39.997262149212865
1.0,1.0,154,1,7.0,8.0,0,0,,,0,1,131,32.851471594798085
1.0,2.0,20,0,7.0,4.0,0,0,,,0,2,60,32.50376454483231
1.0,2.0,55,0,7.0,,0,0,,,0,1,11683,31.405886379192328
1.0,1.0,33,1,1.0,3.0,0,0,,,0,2,2,34.206707734428484
2.0,314.0,276,1,7.0,6.0,1,0,2.0,1.0,4,2,2881,32.01368925393566
1.0,2.0,189,1,7.0,,1,0,,,0,2,0,29.796030116358658
1.0,2.0,99,1,2.0,,0,0,,,0,2,48,30.09719370294319
1.0,2.0,9,1,7.0,,1,0,,,0,2,70,30.691307323750852
1.0,2.0,0,1,1.0,,1,0,0.0,0.0,0,2,62,36.635181382614654
1.0,2.0,208,1,7.0,5.0,1,102,2.0,2.0,5,2,68,42.658453114305274
1.0,2.0,66,1,4.0,2.0,2,0,4.0,4.0,0,2,34913,30.086242299794666
1.0,2.0,218,1,2.0,4.0,1,0,,,4,1,63,33.79876796714579
1.0,141.0,286,1,4.0,,0,0,0.0,0.0,4,1,18,31.764544832306644
1.0,1.0,480,1,1.0,,4,0,0.0,0.0,0,1,259,31.197809719370287
1.0,2.0,72,1,7.0,6.0,1,0,0.0,0.0,0,2,6,40.5284052019165
88.0,1939859.0,118,1,2.0,,4,0,,,4,2,1,28.44626967830253
1.0,2.0,25,1,7.0,,0,0,,,3,2,0,27.898699520876107
1.0,2.0,25,1,7.0,,1,0,,,4,2,57,48.54757015742642
1.0,,816,1,1.0,,1,0,,,4,2,82,33.894592744695416
1.0,1.0,378,1,2.0,,1,0,,,7,1,328,30.694045174537987
1.0,1.0,628,1,2.0,,2,0,,,0,2,2,31.578370978781656
1.0,2.0,181,1,4.0,,1,0,,,0,2,0,49.117043121149905
1.0,2.0,823,1,2.0,,1,0,,,4,1,0,37.44558521560575
1.0,2.0,15,1,4.0,,0,0,,,4,2,68,36.18891170431211
1.0,1.0,40,1,4.0,,1,0,,,0,1,2,32.32580424366872
,,277,1,2.0,,0,0,,,4,1,27,35.5564681724846
1.0,2.0,170,1,4.0,,2,0,1.0,1.0,6,2,53,31.46064339493498
1.0,1.0,682,1,2.0,,0,0,0.0,0.0,0,1,0,31.786447638603697
,,198,1,4.0,,0,0,0.0,0.0,0,1,41,28.574948665297736
1.0,2.0,23,1,4.0,,0,1,,,4,2,15,30.600958247775488
1.0,2.0,6,1,2.0,,0,0,,,4,2,68,43.08555783709788
1.0,2.0,177,1,4.0,,1,167,,,4,2,60,31.42778918548939
1.0,2.0,1341,1,2.0,,2,0,0.0,0.0,2,1,0,30.201232032854207
1.0,2.0,74,1,4.0,,0,0,,,4,1,6,35.63039014373717
1.0,2.0,255,1,4.0,6.0,0,0,0.0,0.0,7,1,34,29.880903490759753
1.0,,487,1,2.0,,0,0,0.0,0.0,0,1,81,27.252566735112936
1.0,2.0,126,1,4.0,3.0,1,0,4.0,3.0,4,2,989,27.876796714579054
9.0,1661.0,12,1,7.0,8.0,2,0,0.0,0.0,4,2,992512,44.093086926762496
1.0,2.0,275,0,7.0,3.0,0,0,,,6,1,43,27.753593429158112
1.0,2.0,142,1,4.0,,1,0,0.0,0.0,4,1,31,30.650239561943874
1.0,2.0,143,1,2.0,6.0,0,0,0.0,0.0,0,2,65,30.34086242299795
1.0,2.0,8,1,7.0,3.0,0,1,,,4,2,1786,64.57221081451061
1.0,2.0,43,1,4.0,,0,0,,,4,2,0,36.659822039698845
1.0,2.0,13,0,1.0,,0,0,,,4,2,56,32.375085557837096
1.0,2.0,84,1,2.0,3.0,1,0,4.0,3.0,4,2,56,30.061601642710468
1.0,1.0,275,1,2.0,,1,0,,,4,1,235,31.35934291581109
1.0,2.0,380,1,7.0,3.0,0,102,,,7,1,53,34.50513347022587
1.0,1.0,397,1,1.0,,1,0,0.0,0.0,4,1,883,30.600958247775488
1.0,2.0,14,1,2.0,8.0,0,0,0.0,0.0,4,2,49,59.65776865160849
1.0,1.0,110,1,7.0,8.0,0,0,0.0,0.0,0,2,989,30.655715263518143
1.0,1.0,250,1,7.0,6.0,3,0,3.0,1.0,0,2,219,33.91649555099247
1.0,2.0,135,1,4.0,,0,0,,,4,1,69,38.40109514031485
1.0,102.0,553,1,4.0,,1,0,0.0,0.0,1,1,0,30.77070499657769
1.0,2.0,158,1,1.0,,0,0,,,0,2,60,36.87063655030801
1.0,1.0,227,1,1.0,,0,0,,,4,1,243,36.36960985626283
1.0,2.0,276,1,2.0,,1,0,0.0,2.0,4,2,0,33.18275154004107
1.0,2.0,199,1,4.0,8.0,1,0,,,4,1,1,38.72689938398357
1.0,1.0,230,1,7.0,,2,0,0.0,0.0,4,2,37912,33.88090349075976
1.0,2.0,138,1,4.0,4.0,0,0,0.0,0.0,4,2,48,39.115674195756334
1.0,169.0,158,1,4.0,3.0,1,0,,,4,2,10,30.981519507186857
1.0,2.0,195,1,7.0,,1,0,,,1,2,0,34.87748117727584
1.0,2.0,434,1,7.0,,1,0,,,4,1,0,36.167008898015055
1.0,2.0,22,1,7.0,6.0,0,0,,,1,2,46,31.770020533880906
1.0,2.0,22,0,7.0,4.0,0,0,,,2,2,34,31.425051334702264
1.0,1.0,42,1,4.0,,0,0,,,1,1,330,30.36550308008213
1.0,2.0,61,1,2.0,,0,0,,,4,1,40,50.90485968514715
1.0,138.0,41,0,7.0,,0,0,,,1,1,37912,31.433264887063647
1.0,2.0,11,0,7.0,,0,0,,,1,2,0,29.50308008213552
1.0,2.0,146,1,4.0,,1,0,,,0,1,6,35.822039698836406
1.0,2.0,403,1,2.0,,1,0,0.0,0.0,0,2,0,29.180013689253936
1.0,2.0,248,1,2.0,,0,0,0.0,0.0,4,1,2532,33.87268993839836
1.0,2.0,150,1,1.0,,0,0,,,0,1,31,34.663928815879544
1.0,2.0,18,0,7.0,,0,1,,,1,1,0,32.14784394250513
1.0,,222,1,2.0,,0,0,0.0,0.0,4,1,0,33.35249828884326
1.0,2.0,5699,1,7.0,8.0,2,0,1.0,1.0,7,2,56,30.50239561943874
1.0,2.0,63,1,2.0,,0,0,,,0,1,56,29.900068446269678
1.0,2.0,269,1,4.0,8.0,0,0,,,1,2,38,29.533196440793976
9.0,4944211.0,165,1,4.0,8.0,3,201,3.0,4.0,4,2,0,28.1533196440794
1.0,197.0,89,1,7.0,,1,0,,,0,2,0,38.149212867898704
1.0,2.0,33,1,7.0,6.0,2,0,5.0,5.0,0,2,56,37.700205338809035
1.0,312.0,65,1,2.0,,0,0,,,1,2,4337,31.501711156741962
1.0,41.0,628,1,4.0,,1,0,0.0,1.0,0,1,440,33.05681040383299
1.0,1.0,72,1,7.0,,0,0,,,4,2,228,34.53798767967146
1.0,2.0,26,1,7.0,,0,0,,,0,2,0,30.10814510609172
1.0,2.0,81,1,2.0,4.0,2,0,,,4,1,2532,37.28405201916495
1.0,57.0,367,1,2.0,3.0,0,0,,,4,1,508,38.08350444900753
1.0,2.0,19,1,1.0,2.0,1,0,0.0,0.0,0,2,68,29.67282683093772
1.0,2.0,9,1,4.0,6.0,0,1,,,5,2,1,46.885694729637244
1.0,2.0,51,1,4.0,,0,0,,,0,2,0,35.997262149212865
1.0,2.0,167,1,7.0,,0,0,0.0,0.0,1,2,31057,30.69678302532512
1.0,2.0,112,1,4.0,,0,0,0.0,0.0,0,1,6,30.537987679671453
1.0,2.0,357,1,2.0,,1,0,,,4,2,694,34.81724845995893
1.0,2.0,30,1,2.0,3.0,0,0,,,4,2,31,38.20396988364134
1.0,1.0,52,1,7.0,3.0,0,0,,,0,1,0,32.35592060232717
1.0,2.0,207,1,2.0,,1,0,,,0,2,0,34.38193018480493
1.0,2.0,10,1,7.0,,0,0,,,4,2,46,42.16016427104722
1.0,2.0,368,1,4.0,7.0,1,0,,,4,1,0,44.427104722792606
,,197,1,4.0,,2,0,0.0,0.0,4,1,0,30.11362080766598
1.0,2.0,30,1,2.0,8.0,1,0,,,4,2,41,36.39425051334703
,,24,1,4.0,,1,0,,,4,2,0,33.793292265571516
1.0,1.0,212,1,2.0,,0,0,,,4,1,282,33.82067077344285
160.0,6823.0,296,1,4.0,,3,0,,,0,1,653,33.3305954825462
1.0,1.0,212,1,7.0,,1,0,,,4,1,2,36.03559206023272
1.0,2.0,84,1,1.0,3.0,1,0,0.0,2.0,4,2,0,32.75290896646133
1.0,2.0,57,1,7.0,,0,0,,,1,2,56,33.34154688569473
1.0,2.0,184,1,2.0,3.0,1,0,4.0,2.0,4,2,0,32.5201916495551
1.0,2.0,24,0,7.0,,0,0,,,6,2,40,29.971252566735114
1.0,1.0,249,1,2.0,,1,0,0.0,0.0,4,1,323,32.84599589322382
1.0,2.0,186,1,7.0,,1,0,0.0,0.0,4,1,23,33.412731006160165
1.0,2.0,187,1,7.0,,1,0,,,0,1,55,34.48049281314169
1.0,1.0,285,1,2.0,8.0,0,0,,2.0,1,1,217,30.08350444900753
1.0,2.0,35,1,7.0,,1,0,,,0,1,0,23.21697467488022
1.0,1.0,234,1,4.0,,2,0,,,1,2,328,31.082819986310746
1.0,91.0,85,1,7.0,6.0,1,0,,,4,2,2983,36.766598220396986
1.0,2.0,27,1,7.0,3.0,0,0,,,0,2,56,35.62765229295003
1.0,2.0,201,1,1.0,4.0,0,0,0.0,3.0,0,2,1,30.31074606433949
1.0,2.0,152,1,4.0,,1,0,0.0,4.0,0,2,0,30.250513347022586
1.0,2.0,318,1,6.0,,0,0,0.0,0.0,0,2,0,36.64613278576318
1.0,1463.0,74,1,1.0,6.0,0,0,0.0,0.0,4,2,219,32.068446269678304
9.0,1711047.0,83,1,7.0,,2,0,,,4,1,1,35.29637234770705
1.0,2.0,58,1,4.0,,3,0,0.0,0.0,1,2,40,30.398357289527716
1.0,1.0,29,1,7.0,6.0,1,0,0.0,0.0,0,2,220,32.6652977412731
1.0,2.0,45,1,1.0,5.0,1,0,3.0,2.0,4,2,37,40.046543463381255
1.0,2.0,35,1,2.0,1.0,1,0,0.0,0.0,4,2,13,40.0520191649555
1.0,2.0,20,1,1.0,2.0,4,0,2.0,2.0,4,2,56,36.14784394250513
1.0,98.0,19,1,1.0,,0,0,,,0,2,0,39.77275838466804
1.0,2.0,48,1,7.0,3.0,3,0,,,1,2,6,32.12046543463381
1.0,61.0,1430,1,4.0,3.0,1,0,0.0,1.0,4,1,1641,33.08966461327858
1.0,1.0,50,1,1.0,,0,0,,,0,2,219,32.40246406570842
65.0,4376728.0,3,1,7.0,,0,0,,,2,2,264048,37.3305954825462
1.0,2.0,48,1,2.0,6.0,1,102,0.0,0.0,4,2,61,46.15742642026011
1.0,2.0,143,1,1.0,1.0,1,0,,,0,1,43,36.07118412046543
1.0,1.0,29,1,1.0,2.0,1,1,,,0,2,297,34.3025325119781
1.0,1530.0,161,1,4.0,3.0,1,0,1.0,1.0,1,2,24,34.93771389459275
1.0,2.0,8,1,1.0,,0,0,,,4,2,66,34.83641341546885
1.0,1.0,61,1,7.0,,1,139,,,4,2,0,34.62286105407255
1.0,103.0,200,1,2.0,,1,0,0.0,0.0,4,1,131,31.808350444900757
1.0,2.0,94,1,7.0,,1,0,0.0,0.0,4,2,63,36.28199863107461
1.0,2.0,484,1,2.0,5.0,1,0,3.0,5.0,4,2,63,34.97330595482546
1.0,1.0,73,1,7.0,,0,0,,,0,2,2,32.06023271731691
67.0,1919616.0,111,1,1.0,3.0,1,0,2.0,2.0,2,2,0,32.739219712525674
1.0,167.0,69,1,7.0,3.0,3,0,0.0,1.0,4,1,6858,40.40246406570842
1.0,1.0,1224,1,7.0,6.0,1,102,,,2,2,207,30.94866529774127
1.0,2.0,86,1,4.0,,3,0,,,5,1,927,39.06913073237509
1.0,2.0,211,1,2.0,4.0,1,102,3.0,4.0,0,2,58,33.01300479123888
1.0,2.0,33,1,4.0,3.0,1,0,,,4,2,46,32.134154688569474
1.0,,140,1,7.0,3.0,2,200,2.0,2.0,0,2,0,37.30047912388775
1.0,2.0,47,1,7.0,,1,0,0.0,0.0,0,2,56,34.48049281314169
1.0,2.0,91,1,4.0,3.0,1,0,0.0,0.0,1,2,14867,36.02464065708419
1.0,81.0,679,1,7.0,4.0,0,0,3.0,3.0,8,1,33744,33.938398357289536
1.0,25.0,95,1,1.0,5.0,0,0,,,4,2,382,36.83504449007529
218.0,2210985.0,65,1,2.0,4.0,3,0,,,4,1,207,32.37782340862423
1.0,2.0,8,1,7.0,,0,0,,,4,2,10571,66.22039698836413
1.0,1.0,27,1,4.0,,0,0,0.0,0.0,4,2,853,34.32991101984942
1.0,49.0,102,1,2.0,,0,0,,,0,2,477,35.80287474332649
1.0,2.0,665,1,4.0,,3,0,0.0,4.0,1,1,34,30.313483915126625
10.0,273.0,6,0,7.0,4.0,0,0,,,1,1,1163484,33.83436002737851
1.0,1.0,266,1,2.0,,2,200,0.0,0.0,4,1,2121,31.29911019849418
1.0,2.0,11,1,1.0,8.0,1,200,2.0,2.0,1,2,57,36.25462012320329
1.0,158.0,143,1,4.0,,0,0,,,4,2,918,37.97672826830939
1.0,2.0,13,1,4.0,,0,0,,,4,2,1173072,36.476386036960996
1.0,1.0,174,1,4.0,,0,0,,,4,1,0,34.31622176591376
1.0,354.0,1104,1,4.0,,1,0,0.0,0.0,4,1,18010,36.99110198494182
1.0,87.0,112,1,4.0,8.0,1,0,0.0,0.0,4,2,0,33.12525667351129
1.0,1.0,78,1,4.0,,1,0,0.0,0.0,8,1,265,39.59479808350445
1.0,197.0,76,1,7.0,5.0,1,0,,,0,1,56,47.24435318275154
1.0,2.0,28,0,7.0,,0,0,,,5,1,0,29.941136208076657
1.0,1.0,24,1,4.0,,0,0,0.0,0.0,4,2,371,36.32306639288159
1.0,2.0,93,1,4.0,,0,0,,,0,1,6,36.947296372347715
1.0,2.0,3,1,7.0,,0,0,,,1,2,60,37.46201232032854
1.0,2.0,66,1,7.0,,1,0,,1.0,4,2,60,31.16769336071184
1.0,2.0,51,1,4.0,,0,0,,,4,2,961,40.30116358658453
1.0,2.0,111,1,7.0,,0,0,,,0,2,55,37.908281998631075
1.0,2.0,18,1,1.0,5.0,1,0,0.0,1.0,4,2,1,38.89664613278576
1.0,,105,1,4.0,,0,0,0.0,0.0,4,1,0,38.157426420260094
1.0,2.0,39,1,4.0,3.0,1,0,,,4,2,1,41.34428473648186
1.0,99.0,25,1,1.0,,0,0,,,4,2,670,40.05749486652977
1.0,2.0,24,1,1.0,,0,0,,,4,1,60,40.87337440109514
1.0,1.0,143,1,4.0,,1,0,,,4,1,338,34.22861054072553
1.0,1.0,88,1,7.0,,1,200,3.0,3.0,4,2,2,50.633812457221076
1.0,2.0,6,1,4.0,,0,0,0.0,0.0,4,2,82,41.06228610540725
1.0,2.0,245,1,7.0,6.0,0,0,3.0,3.0,4,2,1173072,40.96098562628337
1.0,2.0,27,1,7.0,,0,0,,,1,2,56,38.07529089664613
1.0,14867.0,21,1,4.0,,1,0,,,0,2,0,32.106776180698155
1.0,2.0,365,1,2.0,,0,0,,,0,1,55,33.223819301848046
4.0,1006.0,123,1,1.0,3.0,0,0,,,0,2,6128,34.639288158795345
1.0,136.0,123,1,1.0,,1,0,,,4,2,43541,34.12183436002738
1.0,2.0,177,1,4.0,,0,0,,,4,1,1,38.96235455167693
1.0,2.0,132,1,2.0,,0,0,,,4,1,1,36.71731690622861
1.0,158.0,368,1,4.0,,2,0,,,4,1,0,31.15674195756331
1.0,1.0,21,0,7.0,,0,0,,,0,1,94,33.17453798767967
1.0,103.0,378,1,2.0,,0,0,,,4,1,189,32.725530458590015
1.0,2.0,81,1,2.0,,0,0,,,4,1,56,37.98220396988364
1.0,2.0,25,1,7.0,3.0,1,0,,,0,2,6,40.99110198494182
1.0,2.0,50,1,2.0,,0,0,0.0,0.0,4,1,2429,32.591375770020534
1.0,2.0,14,1,4.0,1.0,1,0,,,0,2,46,40.106776180698155
1.0,177.0,132,1,4.0,,1,0,,,4,1,48,33.01300479123888
1.0,1.0,13,1,1.0,1.0,0,0,,,0,2,128,32.70362765229295
1.0,2.0,48,1,1.0,1.0,0,0,,,4,2,46,41.05954825462013
15.0,953.0,15,1,4.0,5.0,0,0,,,4,1,118566,37.768651608487346
1.0,270.0,196,1,2.0,,1,0,0.0,0.0,0,1,2,36.27378507871321
1.0,1.0,74,1,2.0,,0,0,,,4,1,130,35.08555783709788
1.0,1.0,17,0,7.0,8.0,0,0,,,0,2,297,31.301848049281315
1.0,1.0,15,1,7.0,4.0,0,1,,,0,2,2,64.15605749486653
1.0,35.0,133,1,4.0,,0,0,,,4,2,408,36.2217659137577
1.0,1.0,83,1,7.0,,2,0,,,0,1,1070,31.170431211498972
1.0,2.0,81,1,4.0,,1,0,,,0,1,0,45.39356605065024
1.0,2.0,236,1,4.0,,0,0,,,0,1,1173072,42.98151950718686
1.0,1.0,142,1,2.0,3.0,0,0,,,4,1,226,35.767282683093775
1.0,2.0,85,1,1.0,,1,0,,,0,1,34,40.19438740588638
1.0,2.0,20,1,2.0,,0,0,,,4,2,6,46.072553045859
1.0,2.0,42,1,1.0,8.0,1,0,,,4,2,56,35.72073921971253
1.0,153.0,99,1,4.0,,0,0,0.0,0.0,0,2,1,32.80766598220397
1.0,2.0,7,1,2.0,,1,0,0.0,0.0,4,1,65,36.18617385352498
1.0,1.0,45,1,1.0,3.0,0,0,,,1,2,240,33.021218343600275
1.0,1.0,2,1,4.0,8.0,2,0,,,1,2,0,34.17659137577002
1.0,37.0,53,1,7.0,,1,0,0.0,0.0,0,2,415,33.5605749486653
1.0,2.0,137,1,4.0,,0,0,,,0,1,46,37.22929500342232
1.0,2.0,17,0,7.0,,0,0,,,1,2,48,37.19644079397673
1.0,2.0,214,1,7.0,8.0,2,0,2.0,2.0,1,2,0,29.763175906913077
2.0,314.0,314,1,7.0,,1,0,,,1,1,1096,32.06570841889117
1.0,1.0,229,1,7.0,,0,0,,,0,2,241,34.704996577686515
1.0,175.0,163,1,4.0,,1,0,,,4,2,629,33.634496919917865
1.0,2.0,179,1,1.0,3.0,1,0,3.0,1.0,4,2,1173072,32.098562628336765
1.0,2.0,14,1,4.0,,0,0,,,0,2,3354,47.241615331964404
1.0,2.0,139,1,4.0,,1,0,,,4,2,1173072,35.5482546201232
97.0,1703600.0,137,1,1.0,3.0,4,200,5.0,1.0,7,2,1,40.199863107460644
1.0,1048255.0,280,1,1.0,,1,0,3.0,2.0,4,1,34,39.93429158110883
1.0,2.0,25,1,7.0,,1,0,,1.0,4,1,34,35.340177960301155
1.0,2.0,50,1,7.0,3.0,0,102,,,0,1,0,35.668720054757024
1.0,2.0,149,1,2.0,,0,0,,,4,2,56,39.036276522929505
1.0,2.0,518,1,4.0,,1,0,0.0,0.0,0,2,0,32.799452429842574
1.0,2.0,374,1,2.0,,1,0,,,0,2,63,32.90622861054072
1.0,2.0,24,1,4.0,,0,0,,,4,2,1173072,38.2505133470226
1.0,2.0,11,0,7.0,,0,0,,,4,2,16694,38.258726899383994
1.0,2.0,128,1,7.0,3.0,2,0,,,4,2,6,36.01916495550992
1.0,1.0,10,1,7.0,8.0,0,0,,,1,2,189,32.61327857631759
1.0,97.0,491,1,4.0,,1,0,,,4,1,104645,31.9315537303217
9.0,1515864.0,24,1,7.0,4.0,0,0,,,0,1,53,35.01437371663244
1.0,2.0,196,1,7.0,4.0,1,0,5.0,1.0,4,2,1,34.90759753593429
1.0,785.0,16,1,4.0,7.0,0,0,,,3,1,187488,51.23613963039014
1.0,2.0,16,0,7.0,3.0,0,0,,,5,1,51,33.65639972621492
1.0,1.0,22,1,4.0,3.0,0,1,,,1,2,0,38.56262833675565
1.0,2.0,110,1,1.0,,0,0,,,0,1,63,37.19644079397673
1.0,79.0,12,0,7.0,3.0,0,0,,,6,2,24523,29.831622176591377
1.0,99.0,6,1,1.0,8.0,0,0,,,0,1,670,36.73100616016428
1.0,2.0,190,1,4.0,,1,0,0.0,0.0,4,1,1173072,34.220396988364136
1.0,1.0,66,1,7.0,8.0,2,201,4.0,4.0,0,2,452,42.32717316906229
1.0,2.0,130,1,1.0,,1,0,0.0,0.0,1,1,0,35.88227241615332
1.0,99.0,433,1,4.0,,4,0,0.0,0.0,0,1,671,30.803559206023273
1.0,,43,1,2.0,,0,0,0.0,0.0,4,1,49,33.75496235455168
1.0,2.0,39,1,4.0,,0,0,,,2,2,1173072,39.43600273785079
1.0,1.0,6,0,7.0,,0,102,0.0,0.0,1,1,301,26.841889117043124
1.0,2.0,121,1,4.0,,0,1,,,4,1,62,35.534565366187536
1.0,2.0,790,1,2.0,,2,0,0.0,2.0,4,1,53,30.201232032854207
1.0,99.0,369,1,7.0,,1,0,,,0,1,670,32.761122518822724
1.0,2.0,200,1,2.0,,0,0,1.0,1.0,0,1,1,35.80835044490075
1.0,2.0,13,1,4.0,,0,0,,,4,2,68,59.25530458590007
1.0,1.0,249,1,1.0,3.0,1,0,5.0,2.0,4,2,238,34.340862422997944
,,6,0,7.0,,0,1,,,6,2,0,33.12251882272416
1.0,1046160.0,91,1,7.0,,1,200,1.0,1.0,4,2,40315,35.02258726899384
8.0,3296.0,0,1,7.0,3.0,0,0,,,4,2,1034454,36.947296372347715
1.0,2.0,22,0,7.0,1.0,0,0,,,6,2,0,31.44969199178645
1.0,2.0,31,1,1.0,,1,0,,,0,2,57,55.34565366187543
1.0,1.0,380,1,4.0,,1,0,0.0,0.0,4,2,2172,31.7782340862423
1.0,283.0,118,1,4.0,3.0,0,0,,,1,2,334,32.087611225188226
1.0,1.0,519,1,2.0,,0,0,0.0,0.0,0,1,1174428,33.984941820670784
1.0,2.0,782,1,4.0,,1,0,0.0,0.0,4,1,1,37.968514715947975
1.0,1.0,22,1,1.0,3.0,0,0,,,4,1,81,36.63791923340178
1.0,2.0,318,1,2.0,,1,0,,,4,1,66,30.910335386721425
1.0,2.0,15,1,1.0,3.0,0,0,,,0,2,58,37.60985626283368
1.0,1.0,137,1,2.0,4.0,0,0,,,0,1,330,34.49144421629021
1.0,2.0,49,1,7.0,,1,0,,,0,2,78,37.58521560574949
1.0,1.0,174,1,2.0,,0,0,,,0,1,131,39.32101300479124
1.0,1.0,53,1,2.0,,0,0,,,4,2,250,34.888432580424364
1.0,151.0,122,1,2.0,,0,0,,,0,2,881,34.60917180013689
1.0,2.0,322,1,7.0,4.0,0,0,0.0,4.0,1,2,1,30.46954140999316
1.0,1.0,81,1,4.0,,0,0,,,0,2,801,36.42710472279261
1.0,2.0,95,1,4.0,3.0,0,0,0.0,0.0,4,1,1173072,34.98699520876112
1.0,119.0,343,1,1.0,4.0,0,0,,,4,1,2,33.681040383299106
1.0,2.0,60,1,7.0,,1,0,,,1,2,1,60.88158795345654
1.0,2.0,7,1,4.0,,0,0,,,4,2,55,50.633812457221076
1.0,2.0,9,1,4.0,3.0,0,102,1.0,1.0,4,2,6,50.21492128678987
160.0,1922897.0,596,1,7.0,8.0,3,0,4.0,4.0,0,2,242,31.583846680355922
1.0,133.0,1162,1,4.0,,0,0,0.0,0.0,4,1,1173072,31.0362765229295
,,735,1,4.0,,1,0,0.0,0.0,4,1,364,35.74537987679671
1.0,2.0,296,1,4.0,,1,0,,,4,1,44,43.63039014373717
1.0,1670.0,530,1,2.0,4.0,0,0,,,4,1,4629,33.59342915811088
1.0,1.0,186,1,4.0,,1,0,,,4,1,268,38.46680355920602
4.0,173.0,109,1,2.0,,0,0,,,4,2,2429,31.854893908281998
1.0,2.0,72,1,4.0,3.0,1,0,,,1,1,326,37.623545516769326
1.0,1.0,127,1,4.0,,1,0,0.0,0.0,0,1,227,37.097878165639976
1.0,2.0,120,1,4.0,,1,0,0.0,0.0,4,1,1173072,40.514715947980825
1.0,1.0,49,1,7.0,,0,0,0.0,0.0,1,1,208,35.78370978781656
1.0,2.0,209,1,4.0,,1,0,0.0,0.0,8,1,49,35.14579055441479
1.0,1743.0,51,1,4.0,,0,0,,,4,2,49,33.212867898699514
2.0,314.0,22,1,1.0,,0,0,,,4,1,127694,33.53867214236824
1.0,116.0,1097,1,4.0,8.0,2,0,3.0,3.0,0,1,1042,35.37577002053388
94.0,2722634.0,1127,1,2.0,,4,0,3.0,1.0,0,1,1,31.1129363449692
207.0,5267.0,8,1,4.0,,0,0,,,4,2,110817,39.80835044490075
19.0,699.0,9,1,4.0,,0,0,,,4,2,59266,37.85352498288843
1.0,2.0,21,1,4.0,4.0,1,0,,,4,2,65,35.94524298425735
1.0,2.0,215,1,4.0,,1,0,,,0,2,64,28.62422997946612
1.0,2.0,48,1,1.0,,1,0,0.0,0.0,0,1,1173072,34.182067077344286
1.0,2.0,28,1,4.0,2.0,1,0,,,4,1,68,46.902121834360024
10.0,5128149.0,4,1,7.0,4.0,0,0,,,4,1,0,33.828884325804246
1.0,2.0,0,1,1.0,,0,0,,,0,1,989,37.552361396303894
49.0,295.0,29,1,4.0,,1,0,,,0,1,16756,34.92950034223135
1.0,2.0,155,1,7.0,8.0,2,0,,,4,2,60,37.60438056125941
1.0,2.0,40,0,7.0,3.0,0,102,,,5,1,41,31.94250513347023
1.0,2.0,12,0,7.0,4.0,0,1,,,1,2,65,29.949349760438057
2.0,280.0,253,1,7.0,7.0,1,0,,,4,2,1223,35.15947980835045
1.0,71.0,46,1,4.0,7.0,0,0,,,4,2,86256,34.4394250513347
1.0,2.0,41,0,7.0,1.0,0,0,,,6,1,1173072,30.455852156057496
,,16,1,7.0,,1,0,,,4,2,318662,33.13073237508556
,,15,1,7.0,,1,0,0.0,0.0,0,2,0,100.39698836413416
1.0,2.0,96,1,2.0,,0,0,,,1,2,56,41.623545516769326
1.0,151.0,2419,1,7.0,4.0,2,0,0.0,0.0,4,2,879,32.550308008213555
1.0,2.0,49,0,7.0,,0,0,,,0,1,1,39.32375085557837
1.0,1.0,99,1,4.0,3.0,0,0,0.0,0.0,0,2,233,33.20191649555099
1.0,99.0,48,1,4.0,6.0,1,0,,,0,2,670,32.06570841889117
1.0,2.0,140,1,2.0,,0,0,,,0,1,1,32.7501711156742
1.0,172.0,255,1,4.0,6.0,2,201,4.0,2.0,1,2,630,31.52361396303901
1.0,2.0,17,0,7.0,,0,1,,,0,2,49,29.801505817932924
1.0,2.0,561,1,4.0,8.0,1,0,5.0,4.0,0,2,0,41.43463381245722
1.0,2.0,127,1,1.0,,0,0,,,4,1,17,35.540041067761805
1.0,110.0,218,1,7.0,4.0,1,0,,,4,2,730,45.190965092402465
1.0,2.0,36,1,4.0,,1,0,,,4,2,6,47.21423682409309
1.0,715.0,93,1,2.0,,0,0,4.0,4.0,0,2,862,31.953456536618763
1.0,1.0,68,1,7.0,,0,0,,,0,1,326,34.496919917864474
1.0,1.0,87,1,1.0,,0,0,0.0,0.0,1,2,1173072,30.9678302532512
1.0,2.0,53,1,7.0,,0,0,,,4,2,15,43.16495550992471
1.0,2.0,130,1,7.0,,0,0,,,4,2,56,43.515400410677614
1.0,1.0,27,1,4.0,,0,0,,,0,2,234,36.303901437371664
1.0,2.0,68,1,4.0,4.0,1,0,0.0,0.0,0,2,0,33.05681040383299
1.0,1.0,207,1,4.0,,0,0,,,0,1,2,31.978097193702947
1.0,2.0,32,1,7.0,8.0,2,0,,,0,2,53,49.63175906913072
1.0,2.0,35,1,7.0,,1,0,,,0,2,68,51.20602327173169
1.0,2.0,27,1,4.0,3.0,0,0,,,4,2,68,43.904175222450384
